level,lesson,teil,task_id,type,question,correct,wrong1,wrong2
A1,10,1,9,test,Das groß__ Haus steht am See.,-e,-es,-en
A1,10,1,10,test,Die alt__ Bücher liegen auf dem Tisch.,-en,-e,-er
A1,10,1,11,test,Ein gut__ Mann hilft mir.,-er,-e,-en
A1,10,1,12,test,Eine schön__ Stadt gefällt mir.,-e,-er,-en
A1,10,1,13,test,Ein klein__ Kind spielt draußen.,-es,-e,-en
A1,10,1,14,test,Das Auto eines alt__ Mannes ist blau.,-en,-er,-em
A1,10,1,15,test,Ich danke einem gut__ Freund.,-en,-em,-er
A1,10,1,16,test,Ich kenne einen jung__ Lehrer.,-en,-e,-er
A1,10,1,17,test,Ich spreche mit meiner gut__ Mutter.,-en,-e,-er
A1,10,1,18,test,Mein neu__ Auto ist schnell.,-es,-e,-en
A1,10,1,19,test,Meine alt__ Tasche ist kaputt.,-e,-er,-en
A1,10,1,20,test,Ich besuche meinen klein__ Bruder.,-en,-e,-er
A1,10,1,21,test,Gut__ Mann arbeitet viel.,-er,-e,-en
A1,10,1,22,test,Schön__ Frau kommt heute.,-e,-er,-en
A1,10,1,23,test,Klein__ Kind lacht laut.,-es,-e,-en
A1,10,1,24,test,Das ist das Haus eines gut__ Mannes.,-en,-er,-em
A1,10,1,25,test,Ich helfe einem gut__ Freund.,-en,-em,-er
A1,10,1,26,test,Alt__ Haus steht im Dorf.,-es,-e,-en
A1,10,1,27,test,Jung__ Leute reisen viel.,-e,-er,-en
A1,10,1,28,test,Ich spreche mit gut__ Kindern.,-en,-e,-er
A1,10,1,29,test,Neu__ Bücher sind interessant.,-e,-er,-en
A1,10,1,30,test,Groß__ Stadt liegt am Fluss.,-e,-er,-en
A1,11,1,1,test,Mein Bruder ist ___ als ich.,größer,groß,größte
A1,11,1,2,test,Der Mount Everest ist der ___ Berg der Welt.,höchste,hoch,höher
A1,11,1,3,test,Deutsch ist ___ als Englisch.,schwieriger,schwierig,schwierigste
A1,11,1,4,test,Heute ist der ___ Tag der Woche.,wärmste,warm,wärmer
A1,11,1,5,test,Ein Zug ist ___ als ein Auto.,schneller,schnell,schnellste
A1,11,1,6,test,Das ist das ___ Haus im Dorf.,größte,groß,größer
A1,11,1,7,test,Mein Hund ist ___ als deine Katze.,stärker,stark,stärkste
A1,11,1,8,test,Das ist der ___ Film, den ich kenne.,interessanteste,interessant,interessanter
A1,11,1,9,test,Ein Flugzeug ist ___ als ein Bus.,teurer,teuer,teuerste
A1,11,1,10,test,Der Nil ist einer der ___ Flüsse Afrikas.,längsten,lang,länger
A1,11,1,11,test,Meine Schwester ist ___ als ich.,jünger,jung,jüngste
A1,11,1,12,test,Das ist die ___ Stadt Deutschlands.,größte,groß,größer
A1,11,1,13,test,Der Sommer ist ___ als der Frühling.,wärmer,warm,wärmste
A1,11,1,14,test,Das ist das ___ Buch im Regal.,dickste,dick,dicker
A1,11,1,15,test,Heute bin ich ___ als gestern.,müder,müde,müdeste
A1,11,1,16,test,Er ist der ___ Schüler in der Klasse.,beste,gut,besser
A1,11,1,17,test,Ein Motorrad ist ___ als ein Fahrrad.,schneller,schnell,schnellste
A1,11,1,18,test,Das ist der ___ Tag meines Lebens.,schönste,schön,schöner
A1,11,1,19,test,Russland ist ___ als Deutschland.,größer,groß,größte
A1,11,1,20,test,Der Januar ist oft der ___ Monat.,kälteste,kalt,kälter
A1,11,1,21,test,Mathe ist für mich ___ als Sport.,schwieriger,schwierig,schwierigste
A1,11,1,22,test,Das ist das ___ Auto hier.,teuerste,teuer,teurer
A1,11,1,23,test,Mein Vater arbeitet ___ als mein Bruder.,mehr,viel,meiste
A1,11,1,24,test,Das ist der ___ Weg nach Hause.,kürzeste,kurz,kürzer
A1,11,1,25,test,Ein Elefant ist ___ als ein Pferd.,schwerer,schwer,schwerste
A1,11,1,26,test,Sie ist die ___ Person im Büro.,freundlichste,freundlich,freundlicher
A1,11,1,27,test,Heute komme ich ___ als gestern.,früher,früh,früheste
A1,11,1,28,test,Das ist der ___ Fluss Europas.,längste,lang,länger
A1,11,1,29,test,Mein Zimmer ist ___ als dein Zimmer.,kleiner,klein,kleinste
A1,11,1,30,test,Das war der ___ Urlaub meines Lebens.,beste,gut,besser
A1,12,1,1,test,Im Sommer habe ich zwei Wochen Urlaub, ___ ich reise gern.,denn,aber,oder
A1,12,1,2,test,Ich fahre ans Meer ___ in die Berge.,oder,und,denn
A1,12,1,3,test,Das Wetter ist heiß, ___ ich trinke viel Wasser.,deshalb,aber,oder
A1,12,1,4,test,Ich wohne in einem kleinen Hotel, ___ es ist sehr sauber.,und,aber,oder
A1,12,1,5,test,Am Vormittag schwimme ich im Meer, ___ liege ich am Strand.,dann,aber,denn
A1,12,1,6,test,Der Urlaub ist kurz, ___ er macht mich sehr glücklich.,aber,und,oder
A1,12,1,7,test,Im Winter mache ich selten Urlaub, ___ ich arbeite viel.,denn,aber,und
A1,12,1,8,test,Es ist kalt draußen, ___ ich bleibe oft zu Hause.,deshalb,denn,oder
A1,12,1,9,test,Ich trinke heißen Tee ___ höre Musik.,und,aber,oder
A1,12,1,10,test,Manchmal gehe ich spazieren, ___ ich ziehe einen Mantel an.,dann,aber,denn
A1,12,1,11,test,Ich sehe einen Film, ___ lese ich ein Buch.,dann,aber,denn
A1,12,1,12,test,Der Winter ist dunkel, ___ ich mag die ruhigen Abende.,trotzdem,denn,oder
A1,12,1,13,test,Im Herbst habe ich ein paar freie Tage, ___ ich fahre in eine Stadt.,deshalb,aber,oder
A1,12,1,14,test,Ich besuche Berlin ___ Hamburg.,oder,aber,denn
A1,12,1,15,test,Das Wetter ist kühl, ___ sehr angenehm.,aber,denn,oder
A1,12,1,16,test,Ich mache viele Fotos, ___ die Farben sind schön.,denn,aber,oder
A1,12,1,17,test,Am Nachmittag trinke ich Kaffee, ___ esse ich Kuchen.,dann,aber,denn
A1,12,1,18,test,Der Herbst ist ruhig, ___ er gefällt mir sehr.,und,aber,oder
A1,13,1,1,test,Ich ___ gestern nicht kommen.,konnte,konntest,konnten
A1,13,1,2,test,Du ___ lange arbeiten.,musstest,musste,mussten
A1,13,1,3,test,Er ___ ein neues Fahrrad kaufen.,wollte,wolltest,wollten
A1,13,1,4,test,Wir ___ im Park spielen.,durften,durfte,durftest
A1,13,1,5,test,Ihr ___ mehr lernen.,solltet,sollte,sollten
A1,13,1,6,test,Sie ___ Pizza essen.,mochte,mochtest,mochten
A1,13,1,7,test,Ich ___ gut Deutsch sprechen.,konnte,konntest,konnten
A1,13,1,8,test,Du ___ früh aufstehen.,musstest,musste,mussten
A1,13,1,9,test,Er ___ nach Berlin fahren.,wollte,wolltest,wollten
A1,13,1,10,test,Wir ___ bis 22 Uhr bleiben.,durften,durfte,durftest
A1,13,1,11,test,Ihr ___ eure Hausaufgaben machen.,solltet,sollte,sollten
A1,13,1,12,test,Sie ___ Schokolade sehr gern.,mochten,mochte,mochtest
A1,13,1,13,test,Ich ___ die Antwort nicht finden.,konnte,konntest,konnten
A1,13,1,14,test,Du ___ zum Arzt gehen.,musstest,musste,mussten
A1,13,1,15,test,Er ___ ein Eis essen.,wollte,wolltest,wollten
A1,13,1,16,test,Wir ___ heute frei spielen.,durften,durfte,durftest
A1,13,1,17,test,Ihr ___ dem Lehrer helfen.,solltet,sollte,sollten
A1,13,1,18,test,Sie ___ Musik hören.,mochten,mochte,mochtest
A1,13,1,19,test,Ich ___ schnell laufen.,konnte,konntest,konnten
A1,13,1,20,test,Du ___ den ganzen Tag lernen.,musstest,musste,mussten
A1,13,1,21,test,Er ___ Fußball spielen.,wollte,wolltest,wollten
A1,13,1,22,test,Wir ___ länger warten.,durften,durfte,durftest
A1,13,1,23,test,Ihr ___ pünktlich kommen.,solltet,sollte,sollten
A1,13,1,24,test,Sie ___ keinen Kaffee trinken.,mochten,mochte,mochtest
A1,13,1,25,test,Ich ___ das Auto fahren.,konnte,konntest,konnten
A1,13,1,26,test,Du ___ viel Wasser trinken.,musstest,musste,mussten
A1,13,1,27,test,Er ___ ein neues Handy haben.,wollte,wolltest,wollten
A1,13,1,28,test,Wir ___ ins Kino gehen.,durften,durfte,durftest
A1,13,1,29,test,Ihr ___ die Regeln beachten.,solltet,sollte,sollten
A1,13,1,30,test,Sie ___ früher oft reisen.,mochten,mochte,mochtest
A1,14,1,1,test,Ich ___ morgen Deutsch lernen.,werde,wirst,wird
A1,14,1,2,test,Du ___ ein neues Auto kaufen.,wirst,werde,werden
A1,14,1,3,test,Er ___ heute Abend einen Film sehen.,wird,werde,werdet
A1,14,1,4,test,Wir ___ nächstes Jahr nach Deutschland reisen.,werden,wird,werdet
A1,14,1,5,test,Ihr ___ am Wochenende Fußball spielen.,werdet,werden,wirst
A1,14,1,6,test,Sie ___ morgen ihre Großeltern besuchen.,wird,werde,werden
A1,14,1,7,test,Ich ___ später Kaffee trinken.,werde,wirst,wird
A1,14,1,8,test,Du ___ die Hausaufgaben machen.,wirst,werde,werden
A1,14,1,9,test,Er ___ bald ein Handy kaufen.,wird,werde,werden
A1,14,1,10,test,Wir ___ heute Abend Pizza essen.,werden,wird,werdet
A1,14,1,11,test,Ihr ___ im Sommer ans Meer fahren.,werdet,wirst,werden
A1,14,1,12,test,Sie ___ morgen früh aufstehen.,werden,wird,werdet
A1,14,1,13,test,Ich ___ einen Brief schreiben.,werde,wirst,wird
A1,14,1,14,test,Du ___ viel Deutsch sprechen.,wirst,werde,werden
A1,14,1,15,test,Er ___ seine Freunde treffen.,wird,werde,werdet
A1,14,1,16,test,Wir ___ ein Hotel buchen.,werden,wird,werdet
A1,14,1,17,test,Ihr ___ die Stadt besichtigen.,werdet,wirst,werden
A1,14,1,18,test,Sie ___ ein Geschenk bekommen.,werden,wird,werdet
A1,14,1,19,test,Ich ___ morgen länger arbeiten.,werde,wirst,wird
A1,14,1,20,test,Du ___ im Urlaub viele Fotos machen.,wirst,werde,werden
